# X0 Y0 Z0 sigma0 atan step X Y Z sigma
-282 -258 -430326 1 2277629 13 -281 -259 -2707955 0
-288 -3 -1993969 0 74998 14 -289 -2 -1918971 0
45 406 1055956 1 2830492 7 42 406 -1774536 0
-417 82 -1929424 1 1268015 9 -417 81 -3197439 0
-107 -277 -259562 1 1096485 12 -106 -278 -1356047 0
-351 -14 1012970 0 511293 10 -352 -13 1524263 1
240 -489 525066 1 729405 14 241 -489 -204339 0
-162 -304 -1529086 0 3139276 4 -181 -293 1610190 1
77 -212 -193231 1 3725701 0 289 -135 -3918932 0
322 -491 982411 1 2237501 8 324 -490 -1255090 0
-406 -246 -1092787 1 180381 8 -405 -248 -1273168 0
209 159 -1475362 0 4162104 3 228 133 2686742 1
429 -463 -1248052 1 44280 7 433 -460 -1292332 0
-83 186 2016722 1 1230223 10 -83 185 786499 1
251 -50 1058662 0 2030839 0 201 -301 3089501 1
-235 -65 983508 1 2999432 10 -234 -66 -2015924 0
-45 -125 222191 0 1545445 6 -47 -124 1767636 1
280 420 1626537 0 20384 14 280 420 1646921 1
-17 151 -1678261 1 464110 10 -17 150 -2142371 0
175 -423 -990043 0 2849475 8 173 -423 1859432 1
-217 116 449915 0 2078676 1 -159 225 2528591 1
-336 324 -598732 1 1209811 9 -336 323 -1808543 0
67 -36 2001199 1 2679261 1 85 -3 -678062 0
-84 -388 1628924 0 894935 7 -88 -387 2523859 1
-378 -305 -539249 1 1694094 14 -377 -306 -2233343 0
-336 -251 -499727 1 2355874 6 -332 -257 -2855601 0
-305 487 -1496232 1 2271823 14 -305 486 -3768055 0
166 221 -1784478 0 519948 10 166 221 -1264530 0
-307 -194 1633825 1 676569 4 -294 -214 957256 1
-125 349 -506710 1 1223809 13 -125 348 -1730519 0
-87 435 -889017 1 2127877 10 -87 434 -3016894 0
150 371 2046097 1 812847 13 150 371 1233250 1
48 86 282160 1 594552 7 48 86 -312392 0
-449 268 300732 1 2756974 9 -449 267 -2456242 0
-140 338 -1066027 1 2965378 4 -161 329 -4031405 0
-401 346 -69450 0 1277429 5 -391 359 1207979 1
-371 1 -1292687 0 1727454 8 -371 3 434767 1
306 -395 -1721752 1 1704100 7 310 -393 -3425852 0
403 -208 1029704 0 2101412 2 351 -308 3131116 1
-68 192 1507815 1 439124 15 -68 191 1068691 1
-368 396 1668951 1 154042 12 -368 395 1514909 1
-274 362 -1368141 1 26433 13 -274 361 -1394574 0
-480 -439 -473882 1 1814389 5 -466 -454 -2288271 0
499 167 -1924189 1 1650248 4 489 198 -3574437 0
426 -318 -938578 0 1482121 7 423 -321 543543 1
189 361 -1467900 0 1641548 12 189 361 173648 1
-160 -324 1521710 0 100969 14 -161 -323 1622679 1
84 -438 1072397 0 2123871 8 82 -438 3196268 1
-318 196 317781 0 1141131 3 -294 236 1458912 1
413 412 -205648 1 3822214 8 412 413 -4027862 0
-280 306 890718 1 2000940 2 -356 236 -1110222 0
390 44 655419 1 1171454 5 389 56 -516035 0
224 370 -275994 1 1841789 2 132 426 -2117783 0
-103 -302 322017 1 2961060 9 -102 -303 -2639043 0
343 -441 1540088 1 108058 3 399 -399 1432030 1
-279 15 1255904 1 1452266 10 -279 14 -196362 0
-224 361 -1025206 0 2836637 5 -213 368 1811431 1
1 -295 -1400980 0 2630216 0 -294 -296 1229236 1
-422 375 1448112 0 626953 12 -422 376 2075065 1
-156 254 -490929 0 36641 14 -156 255 -454288 0
-470 89 1751004 0 705717 13 -470 90 2456721 1
-55 286 352131 0 28902 0 231 341 381033 1
-133 231 -1913467 0 2901353 1 -18 298 987886 1
-281 -337 -198842 0 1028058 12 -282 -336 829216 1
-66 125 819090 0 798909 5 -63 128 1617999 1
-361 219 -1484615 1 1039356 15 -361 218 -2523971 0
387 265 282443 0 2036950 11 387 265 2319393 1
312 193 -1231788 1 2688877 7 311 195 -3920665 0
319 -447 -108561 0 2628021 9 318 -447 2519460 1
242 -357 1814818 0 546745 3 197 -387 2361563 1
-418 -322 1320528 0 1360643 4 -439 -295 2681171 1
286 -468 717413 0 634238 11 285 -468 1351651 1
-82 -449 -59887 0 3154628 11 -83 -448 3094741 1
-73 76 -1626826 1 83173 7 -73 75 -1709999 0
-226 -394 -1887985 1 631520 3 -176 -423 -2519505 0
419 303 -616715 0 1921929 13 419 303 1305214 1
-240 -132 1948499 1 2049644 4 -231 -147 -101145 0
491 473 690597 1 4105774 8 490 474 -3415177 0
-380 -146 446217 1 2679098 15 -379 -147 -2232881 0
428 144 -1196088 0 1780192 1 500 -70 584104 1
-274 327 571168 1 1056105 4 -294 309 -484937 0
231 18 95689 1 622371 4 230 32 -526682 0
-374 -93 -84893 0 501199 10 -375 -92 416306 1
-321 -425 -1060436 0 2422373 5 -335 -414 1361937 1
-15 273 -1052697 1 1640633 2 -83 269 -2693330 0
-178 200 -1288989 1 616531 8 -178 199 -1905520 0
346 -355 557964 0 1581369 13 345 -355 2139333 1
18 228 351320 0 1636373 4 32 227 1987693 1
-193 -166 -529711 0 1980161 6 -196 -162 1450450 1
-39 38 -1787308 1 798943 5 -40 36 -2586251 0
214 -350 -61897 0 3780452 14 213 -350 3718555 1
-157 -74 984414 0 2766568 5 -160 -69 3750982 1
45 330 -1156112 0 1947144 11 45 330 791032 1
402 326 1110911 1 2122790 8 401 327 -1011879 0
-357 -344 50677 0 1928421 4 -379 -321 1979098 1
373 235 -1475515 0 1221104 7 374 233 -254411 0
-334 339 1135584 1 2306120 9 -334 338 -1170536 0
-265 497 -857704 1 2530487 3 -327 463 -3388191 0
-91 105 -338474 1 683519 2 -117 82 -1021993 0
179 52 -1528717 0 3864849 11 179 52 2336132 1
-351 -300 1334958 0 378744 3 -389 -256 1713702 1
38 -396 420503 1 3617076 10 39 -396 -3196573 0
486 154 -558469 0 2824600 3 505 94 2266131 1
-276 72 -1721025 0 1201126 6 -275 77 -519899 0
202 -195 1695295 1 2731527 7 204 -194 -1036232 0
107 -467 1758279 1 3021498 12 108 -467 -1263219 0
-147 170 -1188045 0 599381 2 -105 207 -588664 0
-350 -274 -199768 1 2538785 1 -213 -449 -2738553 0
288 297 671671 1 1536271 14 288 297 -864600 0
427 -350 -1521864 0 3212729 8 425 -351 1690865 1
454 468 -672546 1 2043133 10 454 468 -2715679 0
-419 -152 1894207 1 2655293 7 -417 -156 -761086 0
397 -29 1157549 1 1065437 0 426 368 92112 1
-81 -376 -1295610 0 634179 1 -269 -335 -661431 0
89 -321 1604079 1 3938981 5 100 -319 -2334902 0
308 -227 1080672 1 2385888 12 309 -227 -1305216 0
196 -292 -1293936 1 2155549 14 197 -292 -3449485 0
314 -240 179945 0 1759547 7 312 -242 1939492 1
-109 411 -351511 1 237304 1 -314 356 -588815 0
130 -151 -1679999 0 2313037 8 129 -151 633038 1
404 -497 -188860 1 3984313 13 405 -497 -4173173 0
-383 -486 2017942 1 1920216 5 -367 -498 97726 1
416 443 1724232 1 2541986 5 403 456 -817754 0
-53 168 2086453 1 1851759 12 -53 167 234694 1
153 -17 680197 1 2039649 1 162 59 -1359452 0
-255 96 670257 1 110672 5 -258 88 559585 1
163 460 997488 0 1791145 7 166 459 2788633 1
242 -258 307494 1 202507 11 243 -258 104987 1
-500 -430 1455315 1 2342036 6 -493 -438 -886721 0
235 12 -653427 1 486509 10 235 12 -1139936 0
365 193 719078 0 1007334 12 365 193 1726412 1
363 -319 1740027 0 2372874 2 283 -409 4112901 1
363 262 -1992041 1 1241559 6 359 267 -3233600 0
-16 -307 -1431081 0 3861225 7 -19 -306 2430144 1
-279 246 -1133960 0 3263825 1 -156 386 2129865 1
36 -306 1425398 1 20944 4 56 -304 1404454 1
-418 371 -853016 0 2961822 7 -416 375 2108806 1
-79 -491 -358266 0 67714 3 -141 -481 -290552 0
-483 142 -1382585 0 1716693 1 -412 384 334108 1
257 -431 210412 1 1275026 9 258 -431 -1064614 0
-211 -237 1869732 1 2519291 14 -210 -238 -649559 0
134 85 837361 1 3556943 6 133 87 -2719582 0
231 -65 -1328002 0 2310814 7 230 -66 982812 1
185 -492 -998388 1 341797 2 308 -446 -1340185 0
247 -174 -1001187 1 963869 1 334 -51 -1965056 0
-373 -30 -76222 0 1047480 5 -374 -18 971258 1
182 -67 1127289 1 1502108 5 185 -62 -374819 0
-445 -76 701215 1 2754856 5 -442 -90 -2053641 0
303 48 -1843647 0 3691828 3 309 11 1848181 1
-206 269 -1423413 0 2657100 0 63 475 1233687 1
-225 -179 312124 1 3371074 14 -224 -180 -3058950 0
79 400 1020641 1 362431 6 73 401 658210 1
205 -304 -1347933 0 3738538 6 200 -307 2390605 1
-184 -369 666585 0 2974937 12 -185 -368 3641522 1
-478 491 -1500573 1 2015008 8 -479 489 -3515581 0
231 -83 1175585 1 1783128 1 273 32 -607543 0
262 -392 388498 1 190062 4 287 -376 198436 1
-140 340 -1014422 1 2366976 3 -182 322 -3381398 0
-497 -71 -242530 0 1826786 15 -498 -70 1584256 1
144 -44 653909 1 3567545 0 188 100 -2913636 0
-294 -419 -1654047 0 1614087 7 -298 -416 -39960 0
-151 -324 -573003 1 3353836 6 -145 -327 -3926839 0
152 447 779323 1 665861 8 151 447 113462 1
-493 -219 -1531388 1 2107494 13 -492 -220 -3638882 0
-478 -509 -1379940 0 128260 10 -479 -508 -1251680 0
184 -60 -1851554 0 1342950 12 183 -60 -508604 0
445 246 -1448026 0 280979 9 445 246 -1167047 0
391 281 586020 0 2780444 9 391 281 3366464 1
-264 247 972970 1 2418337 14 -264 246 -1445367 0
70 -195 -905983 1 673741 2 119 -178 -1579724 0
-125 12 61411 1 2877904 7 -125 11 -2816493 0
-386 -261 1235650 0 125421 7 -389 -257 1361071 1
-134 -345 418723 1 643512 12 -133 -346 -224789 0
60 280 -62106 0 332289 3 95 273 270183 1
374 400 -1856205 0 1927948 2 474 307 71743 1
-476 -420 884661 0 495288 13 -477 -419 1379949 1
71 125 387819 1 2069867 7 71 125 -1682048 0
406 -51 735944 1 3936365 7 407 -48 -3200421 0
-219 472 -743612 0 1258895 13 -219 473 515283 1
445 -25 602432 1 1481288 2 452 86 -878856 0
-40 -58 563289 0 2362710 13 -41 -57 2925999 1
-416 209 -1040678 0 1324342 13 -416 210 283664 1
-323 354 1046681 0 63418 14 -323 355 1110099 1
329 -225 -1295485 0 2787700 6 325 -230 1492215 1
69 14 1120842 1 776086 2 66 31 344756 1
148 -209 932162 1 3175661 11 149 -209 -2243499 0
443 -510 1539757 0 148511 9 442 -510 1688268 1
-189 -348 -1209864 0 3710503 11 -190 -347 2500639 1
-345 198 -308581 0 1506125 13 -345 199 1197544 1
387 244 -112559 1 1342201 5 380 256 -1454760 0
-161 -54 -1250117 0 1404590 12 -162 -53 154473 1
327 506 476093 0 3410903 11 327 506 3886996 1
338 314 1997638 1 544848 8 337 315 1452790 1
-387 -447 -1835999 0 222665 7 -391 -443 -1613334 0
460 388 -136637 1 2383008 6 454 395 -2519645 0
-279 -368 -1956661 0 3113403 14 -280 -367 1156742 1
-14 -466 1685854 1 977174 12 -13 -467 708680 1
314 -466 -1309461 0 3277395 3 255 -505 1967934 1
-24 -475 1842144 1 3493626 3 36 -478 -1651482 0
-372 444 -290853 0 1661975 15 -372 445 1371122 1
126 60 -342050 1 3645661 0 66 186 -3987711 0
61 337 309748 1 2795933 9 61 337 -2486185 0
-440 477 -522312 1 1408167 11 -440 476 -1930479 0
92 -159 -1158165 1 38298 12 93 -159 -1196463 0
509 219 -1999716 0 1325166 11 509 219 -674550 0
-168 -493 -1757479 1 1131794 12 -167 -494 -2889273 0
-487 236 -1360301 1 220759 7 -488 232 -1581060 0
487 503 1358386 1 2850813 10 487 503 -1492427 0
-337 40 744338 1 2748056 14 -337 39 -2003718 0
427 22 -795014 1 1486003 9 427 22 -2281017 0
390 121 573286 0 26160 9 390 121 599446 1
9 -34 -1648928 0 3277357 8 8 -34 1628429 1
93 215 431627 1 1469599 12 93 215 -1037972 0
479 245 605150 1 1028754 7 478 248 -423604 0
235 304 560762 1 729038 10 235 304 -168276 0
61 -417 -55407 0 595664 7 57 -417 540257 1
13 421 -137292 0 539333 15 13 421 402041 1
-225 -354 -2058503 1 346213 12 -224 -355 -2404716 0
68 96 1942751 1 4068519 2 44 113 -2125768 0
-192 -374 852485 1 1477524 14 -191 -375 -625039 0
-245 -170 721578 0 3234663 3 -267 -139 3956241 1
12 -472 153854 1 4153664 15 13 -472 -3999810 0
-333 -76 1716682 0 167125 15 -334 -75 1883807 1
-54 219 -524795 0 2678750 12 -54 220 2153955 1
306 3 1301058 0 2821160 3 306 -35 4122218 1
5 -366 1629902 0 1541334 14 4 -366 3171236 1
20 -25 -1372054 0 2419595 9 19 -25 1047541 1
-190 409 392665 0 161628 13 -190 410 554293 1
441 336 -136824 1 1597756 14 441 336 -1734580 0
-295 -237 335684 0 1206662 12 -296 -236 1542346 1
-69 326 -1567020 0 2691402 5 -59 329 1124382 1
-251 -289 721969 1 1799761 5 -241 -297 -1077792 0
-197 -35 -875017 1 1885531 2 -188 -85 -2760548 0
-192 232 766474 1 4127881 1 -308 136 -3361407 0
161 -170 149254 0 1280237 11 160 -170 1429491 1
233 -108 -2042030 0 2994862 9 232 -108 952832 1
432 114 149305 0 3263076 8 432 113 3412381 1
420 307 -1092398 0 1647162 4 439 281 554764 1
-325 -129 630941 1 1547208 0 -196 -454 -916267 0
-62 279 -1051245 0 42259 7 -60 280 -1008986 0
-363 445 -504493 0 3985174 10 -363 446 3480681 1
-45 -392 528492 0 106116 7 -49 -391 634608 1
103 178 -205426 0 1476486 14 103 178 1271060 1
-432 -239 564937 1 2474017 7 -430 -243 -1909080 0
-280 -4 -933702 1 1121061 2 -279 -74 -2054763 0
-400 298 2044669 1 3137651 10 -400 297 -1092982 0
-487 -354 540415 0 1151307 11 -488 -353 1691722 1
67 -344 357323 0 1987766 4 45 -348 2345089 1
-460 -97 16605 1 2021953 10 -459 -98 -2005348 0
474 -45 -296448 1 2023378 7 475 -42 -2319826 0
-178 475 750031 1 1554858 2 -296 430 -804827 0
265 198 -1802992 1 2335501 8 265 199 -4138493 0
-166 350 1964952 0 697240 7 -164 352 2662192 1
305 238 -66631 1 213253 1 186 390 -279884 0
-54 206 1203899 1 1674389 12 -54 205 -470490 0
100 -406 -1844232 1 1925543 8 102 -406 -3769775 0
176 325 -753482 1 696751 8 175 325 -1450233 0
-66 -320 102852 1 2386757 15 -65 -321 -2283905 0
480 -250 -572250 1 447071 11 481 -250 -1019321 0
-376 -125 -1869988 0 2514649 6 -378 -119 644661 1
233 491 -792775 1 14546 7 230 492 -807321 0
139 -388 -1293602 1 766929 10 140 -388 -2060531 0
-440 -322 1385531 0 2036214 11 -441 -321 3421745 1
494 164 921096 1 1014237 10 494 164 -93141 0
-317 -312 1303922 1 1178242 10 -316 -313 125680 1
-160 266 -611642 1 191523 11 -160 265 -803165 0
323 230 381764 1 3712529 10 323 230 -3330765 0
-267 12 476672 1 2922138 2 -270 -55 -2445466 0
59 490 -1452758 1 172563 14 59 490 -1625321 0
90 -512 -647530 1 1064518 2 218 -490 -1712048 0
-424 29 1573873 0 682023 9 -424 30 2255896 1
188 -202 -968869 1 544949 15 189 -202 -1513818 0
-436 104 1835525 1 691022 5 -439 90 1144503 1
-76 -134 -252728 0 2639626 3 -93 -124 2386898 1
62 -73 92022 1 1688915 15 63 -73 -1596893 0
-454 -64 -955055 1 986213 6 -453 -72 -1941268 0
-298 264 678868 0 1649168 8 -297 266 2328036 1
70 219 -627567 1 694329 11 70 219 -1321896 0
257 -367 323053 1 1296671 5 269 -359 -973618 0
496 251 1262978 1 4088958 13 496 251 -2825980 0
-158 -268 1542182 0 397929 9 -159 -267 1940111 1
336 307 287754 1 2361045 7 334 309 -2073291 0
357 219 93120 0 3162025 7 358 217 3255145 1
-40 441 -1259583 0 3756313 9 -40 442 2496730 1
32 -149 1320117 1 2544657 4 42 -147 -1224540 0
361 -285 -281306 0 4036966 8 359 -286 3755660 1
7 -47 -803605 0 1702173 10 6 -47 898568 1
366 205 298038 0 712250 10 366 205 1010288 1
-494 -197 610155 0 3483751 13 -495 -196 4093906 1
-156 -377 902377 1 174062 8 -154 -378 728315 1
211 -275 305008 0 2012980 7 208 -276 2317988 1
294 -443 2060387 0 1174343 9 293 -443 3234730 1
-500 -64 -1609595 0 2391612 14 -501 -63 782017 1
307 -489 1626374 1 1801465 10 308 -489 -175091 0
199 207 527614 1 730572 13 199 207 -202958 0
374 294 1490466 1 3104819 10 374 294 -1614353 0
-507 306 978499 0 388842 5 -498 322 1367341 1
409 -210 1219838 0 2219613 4 395 -235 3439451 1
158 -29 1397170 0 1577691 14 157 -29 2974861 1
148 219 -110265 0 3952469 8 148 219 3842204 1
-241 223 1770292 0 350910 8 -241 224 2121202 1
179 16 -360670 1 2124742 2 175 60 -2485412 0
-26 -392 384439 0 569569 2 -124 -385 954008 1
-347 -150 360689 1 3224368 5 -342 -161 -2863679 0
9 261 151185 1 144382 11 9 261 6803 1
-135 431 -1797007 0 3777492 10 -135 432 1980485 1
-44 223 1280244 1 274760 4 -57 220 1005484 1
437 266 93001 1 1618092 1 304 484 -1525091 0
-176 -215 1520856 0 2605013 3 -203 -193 4125869 1
-45 166 349564 1 1788959 1 -128 143 -1439395 0
-401 479 1532107 1 3102049 6 -408 472 -1569942 0
-175 -488 -1597648 0 1787778 14 -176 -487 190130 1
21 151 1178746 0 22102 8 21 151 1200848 1
-290 454 -1483316 1 2405622 3 -346 417 -3888938 0
510 462 1257538 0 80072 11 510 462 1337610 1
-231 -414 -1571882 0 1459810 12 -232 -413 -112072 0
-431 -344 1019589 1 3976317 3 -388 -398 -2956728 0
-161 204 -2072245 0 2364465 9 -161 205 292220 1
-117 -105 -366498 1 771754 5 -113 -109 -1138252 0
-501 132 -1797482 0 3262603 5 -497 148 1465121 1
-83 402 -1882991 0 3227890 9 -83 403 1344899 1
-220 20 -626897 0 1058226 13 -220 21 431329 1
-203 176 968512 0 1764150 2 -159 227 2732662 1
-129 176 -1229585 0 270051 7 -128 178 -959534 0
369 -95 -993794 1 1442782 5 372 -84 -2436576 0
-302 138 1602694 1 88887 10 -302 137 1513807 1
23 -92 1466010 0 1276968 0 -69 -115 2742978 1
416 -388 1800632 1 1984191 14 417 -388 -183559 0
370 -177 1209726 1 2528226 3 393 -131 -1318500 0
-506 -120 1217515 0 2579783 15 -507 -119 3797298 1
-270 96 1077678 1 2794716 15 -270 95 -1717038 0
-328 93 888162 0 470974 0 -235 421 1359136 1
318 -344 -661762 1 2245836 12 319 -344 -2907598 0
454 -384 -1607650 0 1261295 2 358 -497 -346355 0
-250 -133 534621 1 3460553 14 -249 -134 -2925932 0
316 181 389233 1 3035963 9 316 181 -2646730 0
-26 287 520337 1 3206525 0 -313 261 -2686188 0
274 386 -29526 0 2715616 13 274 386 2686090 1
98 292 -1279192 0 2179497 1 244 243 900305 1
469 470 -364519 1 1457985 7 466 473 -1822504 0
-447 389 1226379 0 2790756 9 -447 390 4017135 1
-480 -357 -1428886 0 2940398 11 -481 -356 1511512 1
141 -16 431194 1 2228748 9 142 -16 -1797554 0
348 -238 431402 1 873139 3 378 -195 -441737 0
-268 194 -1091218 0 1683650 11 -268 195 592432 1
79 -219 331654 0 3425939 14 78 -219 3757593 1
-78 388 665469 0 1922964 4 -54 393 2588433 1
-258 279 -1960330 1 1589352 9 -258 278 -3549682 0
195 -83 400875 1 3432922 4 201 -71 -3032047 0
-318 -302 -2079411 1 1414369 9 -317 -303 -3493780 0
-111 -314 -821958 0 2437547 9 -112 -313 1615589 1
-375 -409 -809968 1 3033326 8 -373 -411 -3843294 0
262 385 -1138481 1 929751 11 262 385 -2068232 0
-7 284 -1080466 1 1152415 0 -291 277 -2232881 0
386 -287 1177003 0 434167 7 383 -290 1611170 1
-53 499 1866758 0 665942 10 -53 500 2532700 1
-419 231 1334260 0 1539683 4 -405 258 2873943 1
-407 68 -1880458 1 2201056 13 -407 67 -4081514 0
334 122 -680324 0 2401477 8 334 121 1721153 1
-402 -465 135335 1 1785971 12 -401 -466 -1650636 0
236 240 1982313 0 1425734 5 243 233 3408047 1
71 -122 872173 1 3783476 15 72 -122 -2911303 0
220 -70 526735 1 903960 4 225 -57 -377225 0
493 320 -681809 1 2442166 10 493 320 -3123975 0
-357 191 -445820 1 336777 7 -358 188 -782597 0
-9 422 -2090052 0 3556463 7 -6 423 1466411 1
8 -274 -1602366 0 565948 8 6 -274 -1036418 0
161 101 1165669 0 1559102 10 161 101 2724771 1
-448 -336 1675618 1 397025 4 -427 -364 1278593 1
504 334 -1201372 1 476802 15 504 334 -1678174 0
282 -7 322193 0 1199866 7 281 -9 1522059 1
-491 -30 -477184 0 3927803 12 -492 -29 3450619 1
-166 450 -677442 0 3344321 13 -166 451 2666879 1
-376 -156 -490337 0 3112967 2 -415 -62 2622630 1
356 31 386419 0 1065579 9 356 31 1451998 1
-365 194 -428553 1 1306360 6 -368 188 -1734913 0
303 -446 47459 0 1253098 9 302 -446 1300557 1
-235 154 -1044289 0 2300941 4 -226 169 1256652 1
-329 -474 -56392 0 1340863 7 -333 -471 1284471 1
-331 -280 -1533890 0 1965042 12 -332 -279 431152 1
-41 -417 -1225110 0 1786522 10 -42 -416 561412 1
462 172 -671640 1 570318 11 462 172 -1241958 0
-42 96 1602585 0 1422904 14 -42 97 3025489 1
173 -471 1627327 1 4041034 1 409 -385 -2413707 0
-312 -430 452915 1 3667457 11 -311 -431 -3214542 0
-335 78 -246564 1 2553437 5 -337 67 -2800001 0
-50 150 565757 1 2103570 7 -51 149 -1537813 0
-381 293 -1288044 1 2846406 5 -390 281 -4134450 0
432 -502 852702 1 541340 7 436 -499 311362 1
-84 354 1467514 1 90855 0 -438 270 1376659 1
327 -479 843069 1 793734 15 328 -479 49335 1
100 -244 -1064031 0 2338440 4 84 -250 1274409 1
251 325 1102476 0 806475 10 251 325 1908951 1
465 356 -1748009 1 1882108 2 376 472 -3630117 0
-368 5 2014872 1 417273 6 -368 -1 1597599 1
242 6 1452335 0 2246942 6 242 3 3699277 1
367 -366 1300029 1 4099494 7 370 -364 -2799465 0
132 -310 110633 0 2109048 3 93 -326 2219681 1
-346 -320 -1421187 0 3280246 7 -349 -317 1859059 1
-490 351 1580424 1 737558 15 -490 350 842866 1
183 -377 1607079 1 3102926 10 184 -377 -1495847 0
-381 -171 1719113 1 3475934 10 -380 -172 -1756821 0
245 -305 -1280704 0 1015313 3 206 -335 -265391 0
23 261 1348122 1 1916056 8 22 261 -567934 0
-391 -172 -2024558 0 946383 8 -392 -170 -1078175 0
-179 -82 -1642759 0 3928595 8 -180 -81 2285836 1
-444 -74 -466320 1 792498 1 -407 -296 -1258818 0
244 281 1410055 1 4088350 4 227 296 -2678295 0
135 391 1846964 1 4092023 9 135 391 -2245059 0
-325 265 -1109332 1 528414 1 -457 102 -1637746 0
188 -7 1426413 1 3387127 9 189 -7 -1960714 0
413 407 -584058 1 2787103 15 413 407 -3371161 0
416 -374 1490730 1 1207923 2 510 -270 282807 1
55 226 1086573 0 2147827 0 281 171 3234400 1
-322 -466 476083 1 2629435 10 -321 -467 -2153352 0
338 -117 -892186 1 1604534 12 339 -117 -2496720 0
277 342 1536905 1 612693 9 277 342 924212 1
83 -46 -1359377 0 134536 3 77 -56 -1224841 0
272 -199 -1712870 1 1697935 15 273 -199 -3410805 0
313 444 438293 1 893704 9 313 444 -455411 0
305 339 1095162 1 1221249 7 303 341 -126087 0
97 229 -1375319 0 482439 13 97 229 -892880 0
-257 130 1986695 1 1734623 15 -257 129 252072 1
8 -156 -1165213 1 1750881 10 9 -156 -2916094 0
304 -405 -1233113 1 1050784 4 330 -386 -2283897 0
-420 -14 -1669578 1 1022942 4 -419 -41 -2692520 0
409 32 -1728926 1 2157876 14 409 32 -3886802 0
357 111 -1992851 0 3037443 0 468 -246 1044592 1
74 259 915897 1 3422984 15 74 259 -2507087 0
-496 282 -1838830 0 1234849 9 -496 283 -603981 0
150 52 1747766 1 361696 13 150 52 1386070 1
323 19 832749 1 2656337 7 323 21 -1823588 0
-252 470 1787126 1 3419438 2 -369 407 -1632312 0
423 -411 -1045447 1 1915615 12 424 -411 -2961062 0
94 -189 268842 1 216374 13 95 -189 52468 1
86 159 -379129 1 1968846 9 86 159 -2347975 0
-442 387 -2034997 0 2829973 12 -442 388 794976 1
-20 -190 -881603 1 1172693 0 170 -210 -2054296 0
460 -256 -158213 1 3386121 10 461 -256 -3544334 0
370 -440 1570364 0 2532554 3 315 -486 4102918 1
-510 473 1575020 0 462367 14 -510 474 2037387 1
263 349 588757 1 1342426 12 263 349 -753669 0
-276 -185 -999276 0 2151003 2 -323 -116 1151727 1
478 25 1691143 0 1112002 13 478 25 2803145 1
381 101 2086809 0 1757742 7 381 99 3844551 1
469 260 970225 1 3065620 10 469 260 -2095395 0
338 5 -1831817 0 2109335 3 338 -37 277518 1
-344 -475 105522 1 2886541 4 -314 -497 -2781019 0
190 -8 952749 0 803469 9 189 -8 1756218 1
388 -51 934348 0 257666 1 362 -245 1192014 1
130 -90 687764 1 1427010 14 131 -90 -739246 0
